T,TEMP1,TEMP2,TEMP3,LOAD,PRESSURE,VALVE
6.2,28.36,26.70,29.73,-0.22,0.49,0
6.3,28.36,26.70,29.05,-0.27,0.49,0
6.4,28.36,26.70,29.28,-0.20,0.49,0
6.5,28.13,26.94,29.51,-0.07,0.49,0
6.6,28.36,26.70,27.89,-0.09,0.49,0
6.7,28.59,26.94,29.28,0.02,0.49,0
6.8,28.36,26.94,28.36,0.09,0.49,0
6.8,29.05,26.94,29.05,0.05,0.49,0
6.9,28.36,26.94,29.05,-0.00,0.49,0
7.0,28.36,26.70,29.05,-0.06,0.49,0
7.1,28.36,26.94,29.05,-0.13,0.49,0
7.2,28.13,26.70,29.05,-0.19,0.49,0
7.3,28.59,27.42,28.13,-0.38,0.49,0
7.4,28.36,26.70,29.05,-0.50,0.49,0
7.5,29.05,26.70,29.28,-0.27,0.49,0
7.6,28.36,26.94,29.28,-0.20,0.49,0
7.7,28.36,26.45,30.18,-0.15,0.49,0
7.8,28.36,26.94,29.05,-0.10,0.49,0
7.9,28.59,26.94,29.05,-0.13,0.49,0
7.9,28.82,26.70,29.28,-0.13,0.49,0
8.0,28.36,26.94,29.51,-0.15,0.49,0
8.1,28.59,26.70,29.28,-0.15,0.49,0
8.2,28.36,26.94,29.28,-0.12,0.49,0
8.3,28.59,26.94,29.28,-0.13,0.49,0
8.4,28.82,26.94,29.05,-0.16,0.49,0
8.5,28.36,26.70,29.28,-0.12,0.49,0
8.6,28.59,26.70,28.82,-0.08,0.49,0
8.7,28.13,26.70,29.05,0.01,0.49,0
8.8,28.13,26.94,29.05,0.12,0.49,0
8.9,28.36,26.70,29.28,0.00,0.49,0
9.0,28.36,26.94,29.28,-0.07,0.49,0
9.0,28.82,26.70,29.28,-0.02,0.49,0
9.1,28.36,27.18,29.28,-0.03,0.49,0
9.2,28.59,26.70,29.28,0.00,0.50,0
9.3,28.13,26.94,29.28,0.00,0.49,0
9.4,28.13,26.70,29.28,-0.01,0.49,0
9.5,28.59,26.70,29.28,-0.01,0.49,0
9.6,28.82,26.70,29.28,-0.03,0.49,0
9.7,28.59,26.70,29.51,-0.06,0.49,0
9.8,28.36,26.94,29.28,-0.11,0.49,0
9.9,28.36,26.94,29.05,-0.18,0.49,0
10.0,28.36,26.94,29.28,-0.19,0.49,0
10.1,28.59,26.45,29.05,-0.25,0.49,0
10.1,28.36,26.70,28.82,-0.25,0.49,0
10.2,28.59,27.18,29.28,-0.17,0.49,0
10.3,28.59,26.45,29.28,-0.13,0.49,0
10.4,28.36,26.94,29.05,-0.10,0.49,0
10.5,28.59,26.70,28.59,-0.10,0.49,0
10.6,28.36,26.70,29.51,-0.13,0.49,0
10.7,28.59,26.94,29.05,-0.19,0.49,0
10.8,27.89,26.70,28.59,-0.23,0.50,0
10.9,28.13,26.70,29.51,-0.06,0.49,0
11.0,28.36,26.70,29.28,0.09,0.49,0
11.1,28.36,26.70,29.95,-0.05,0.49,0
11.2,28.36,26.94,29.28,-0.15,0.49,0
11.2,28.36,26.70,29.05,-0.19,0.49,0
11.3,29.05,26.94,29.05,-0.20,0.49,0
11.4,28.59,27.18,29.05,-0.20,0.49,0
11.5,28.59,26.94,27.42,-0.20,0.49,0
11.6,29.05,27.18,29.51,-0.22,0.49,0
11.7,28.36,27.42,27.89,-0.25,0.49,0
11.8,28.36,27.42,28.59,-0.29,0.49,0
11.9,28.36,26.94,29.28,-0.32,0.49,0
12.0,28.13,26.70,29.05,-0.32,0.49,0
12.1,28.59,26.94,30.18,-0.29,0.49,0
12.2,28.36,26.94,29.28,-0.23,0.49,0
12.3,28.59,26.45,29.05,-0.21,0.49,0
12.3,28.36,26.94,29.28,-0.23,0.49,0
12.4,28.13,26.94,29.28,-0.26,0.49,0
12.5,28.36,26.94,29.05,-0.28,0.49,0
12.6,28.36,26.70,29.51,-0.31,0.49,0
12.7,28.59,26.45,29.05,-0.35,0.49,0
12.8,28.36,26.70,29.28,-0.38,0.49,0
12.9,28.59,27.18,29.28,-0.39,0.49,0
13.0,28.82,26.94,29.05,-0.41,0.49,0
13.1,28.59,26.94,29.28,-0.41,0.49,0
13.2,28.36,26.70,28.82,-0.37,0.49,0
13.3,28.59,26.70,28.82,-0.23,0.49,0
13.4,28.36,26.94,28.36,-0.07,0.49,0
13.4,28.13,26.20,29.05,-0.00,0.49,0
13.5,28.59,27.66,29.05,0.05,0.49,0
13.6,28.59,26.70,29.73,0.05,0.49,0
13.7,28.59,26.94,29.28,-0.03,0.49,0
13.8,28.13,26.70,29.28,-0.10,0.49,0
13.9,28.59,26.70,29.05,-0.15,0.49,0
14.0,28.36,26.94,29.05,-0.24,0.49,0
14.1,28.59,26.70,29.51,-0.30,0.49,0
14.2,28.36,26.94,29.05,-0.31,0.49,0
14.3,28.59,26.94,30.40,-0.33,0.49,0
14.4,28.36,27.18,29.05,-0.34,0.49,0
14.5,28.36,26.94,28.82,-0.32,0.49,0
14.5,28.36,26.70,29.28,-0.31,0.49,0
14.6,28.36,26.94,29.28,-0.31,0.49,0
14.7,28.36,26.70,29.05,-0.33,0.49,0
14.8,28.36,26.94,29.05,-0.34,0.49,0
14.9,28.36,26.45,29.73,-0.32,0.49,0
15.0,28.36,26.94,29.28,-0.34,0.49,0
15.1,28.59,26.70,29.05,-0.33,0.48,0
15.2,28.36,26.70,28.82,-0.10,0.49,0
15.3,28.82,26.94,29.51,0.04,0.49,0
15.4,28.59,26.70,29.05,-0.05,0.49,0
15.5,28.36,27.18,29.05,-0.08,0.49,0
15.6,28.36,26.70,29.05,-0.11,0.49,0
15.6,28.82,26.94,28.82,-0.12,0.49,0
15.7,28.59,26.94,29.28,-0.13,0.48,0
15.8,28.13,26.70,29.05,-0.13,0.49,0
15.9,28.82,26.94,29.28,-0.15,0.49,0
16.0,28.36,26.94,28.82,-0.14,0.49,0
16.1,28.59,26.94,27.42,-0.18,0.49,0
16.2,28.36,26.94,29.05,-0.22,0.49,0
16.3,28.59,27.18,29.05,-0.21,0.49,0
16.4,28.36,26.94,28.82,-0.20,0.49,0
16.5,28.59,26.94,28.82,-0.20,0.49,0
16.6,28.36,27.18,29.95,-0.20,0.49,0
16.7,28.36,26.70,29.05,-0.20,0.49,0
16.8,28.36,26.94,29.28,-0.19,0.49,0
16.8,28.36,26.70,29.28,-0.19,0.49,0
16.9,28.13,26.45,29.05,-0.22,0.48,0
17.0,28.59,26.70,28.82,-0.23,0.49,0
17.1,28.59,26.94,29.28,-0.19,0.49,0
17.2,28.36,26.94,29.51,-0.18,0.49,0
17.3,28.13,26.70,29.05,-0.19,0.49,0
17.4,28.36,26.70,29.28,-0.20,0.49,0
17.5,28.59,26.70,28.82,-0.22,0.49,0
17.6,28.59,27.18,29.05,-0.25,0.49,0
17.7,28.36,26.70,29.28,-0.28,0.49,0
17.8,28.36,26.94,26.45,-0.27,0.49,0
17.9,28.59,26.94,29.05,-0.25,0.49,0
17.9,28.59,26.70,29.28,-0.23,0.49,0
18.0,28.36,26.70,29.51,-0.23,0.49,0
18.1,28.13,26.70,29.05,-0.24,0.49,0
18.2,28.36,26.94,29.28,-0.24,0.49,0
18.3,28.36,26.94,29.05,-0.23,0.49,0
18.4,28.59,26.94,29.28,-0.23,0.49,0
18.5,28.36,26.45,29.05,-0.24,0.49,0
18.6,28.82,27.18,29.05,-0.22,0.49,0
18.7,28.13,26.70,29.05,-0.25,0.49,0
18.8,28.36,26.45,28.82,-0.31,0.49,0
18.9,28.59,26.70,29.05,-0.29,0.49,0
19.0,28.36,26.70,29.05,-0.32,0.49,0
19.0,28.59,26.45,28.82,-0.37,0.49,0
19.1,28.36,26.94,29.28,-0.40,0.49,0
19.2,28.36,26.70,29.05,-0.41,0.49,0
19.3,28.59,26.94,29.28,-0.42,0.49,0
19.4,28.36,26.70,29.73,-0.41,0.49,0
19.5,27.89,26.70,28.36,-0.35,0.49,0
19.6,28.36,27.18,29.51,-0.24,0.49,0
19.7,28.36,27.18,28.82,-0.09,0.49,0
19.8,28.82,27.18,29.05,-0.24,0.49,0
19.9,28.13,26.70,29.05,-0.37,0.49,0
20.0,28.59,26.70,29.05,-0.21,0.49,0
20.1,28.59,26.70,29.05,-0.10,0.49,0
20.1,27.89,26.70,28.13,-0.08,0.49,0
20.2,28.36,26.94,29.28,-0.07,0.49,0
20.3,28.36,26.70,29.05,-0.09,0.49,0
20.4,28.59,26.45,29.28,-0.12,0.49,0
20.5,28.36,26.94,29.28,-0.16,0.49,0
20.6,28.36,27.18,29.05,-0.17,0.49,0
20.7,28.36,26.94,29.28,-0.17,0.49,0
20.8,28.36,26.70,28.82,-0.19,0.49,0
20.9,28.13,26.45,27.89,-0.21,0.49,0
21.0,28.36,26.94,29.05,-0.23,0.49,0
21.1,28.36,26.94,29.28,-0.23,0.49,0
21.2,28.13,26.45,29.28,-0.22,0.49,0
21.2,28.36,26.94,29.28,-0.21,0.49,0
21.3,28.13,26.70,29.05,-0.21,0.49,0
21.4,28.82,26.70,29.28,-0.21,0.49,0
21.5,28.36,26.94,29.05,-0.23,0.49,0
21.6,28.59,26.70,29.28,-0.20,0.49,0
21.7,28.13,26.94,29.28,-0.14,0.49,0
21.8,28.13,26.70,29.28,-0.12,0.49,0
21.9,28.82,26.70,29.05,-0.15,0.49,0
22.0,28.13,26.94,29.05,-0.24,0.49,0
22.1,28.36,26.94,29.05,-0.29,0.49,0
22.2,28.13,26.70,29.28,-0.27,0.49,0
22.3,28.36,26.45,29.28,-0.25,0.49,0
22.3,28.36,26.94,29.51,-0.27,0.49,0
22.4,28.13,26.70,28.82,-0.25,0.49,0
22.5,28.36,27.18,29.28,-0.23,0.49,0
22.6,28.36,26.94,29.51,-0.23,0.48,0
22.7,28.36,26.94,29.51,-0.24,0.49,0
22.8,28.36,26.94,29.51,-0.19,0.49,0
22.9,28.36,26.70,29.28,-0.14,0.49,0
23.0,28.36,26.70,29.28,-0.16,0.49,0
23.1,28.36,26.94,29.05,-0.21,0.48,0
23.2,28.36,26.45,28.36,-0.22,0.49,0
23.3,28.36,26.94,28.82,-0.23,0.49,0
23.4,28.36,26.70,29.05,-0.23,0.49,0
23.4,28.59,26.70,29.28,-0.23,0.49,0
23.5,28.36,26.70,29.28,-0.22,0.49,0
23.6,28.13,26.94,30.18,-0.17,0.49,0
23.7,28.59,26.70,29.05,-0.24,0.49,0
23.8,28.36,26.94,29.28,-0.30,0.49,0
23.9,28.59,26.94,28.82,-0.28,0.49,0
24.0,28.36,26.94,30.18,-0.31,0.49,0
24.1,28.59,26.94,28.82,-0.33,0.48,0
24.2,28.13,26.70,29.05,-0.33,0.49,0
24.3,28.36,26.94,28.82,-0.22,0.49,0
24.4,28.36,27.18,28.82,-0.06,0.49,0
24.5,28.36,26.70,29.28,0.00,0.49,0
24.6,28.36,26.70,29.28,-0.03,0.49,0
24.6,28.36,26.94,29.05,-0.08,0.49,0
24.7,28.36,26.70,28.82,-0.11,0.49,0
24.8,28.59,27.42,29.51,-0.15,0.49,0
24.9,28.36,26.70,29.73,-0.20,0.49,0
25.0,28.13,26.70,28.82,-0.20,0.49,0
25.1,28.36,26.70,27.89,-0.21,0.49,0
25.2,28.36,26.94,29.73,-0.24,0.49,0
25.3,28.36,26.70,29.28,-0.20,0.49,0
25.4,28.59,26.94,29.05,-0.11,0.49,0
25.5,28.59,27.42,29.28,0.05,0.49,0
25.6,28.36,26.94,28.36,0.09,0.49,0
25.6,28.13,26.70,28.59,0.15,0.49,0
25.7,28.59,26.94,29.28,0.21,0.48,0
25.8,28.59,26.94,29.05,-0.01,0.49,0
25.9,28.36,26.94,29.05,-0.06,0.49,0
26.0,28.36,27.18,29.28,-0.11,0.49,0
26.1,28.36,26.94,29.51,-0.19,0.49,0
26.2,28.36,26.70,29.28,-0.20,0.49,0
26.3,28.36,26.94,29.05,-0.19,0.49,0
26.4,28.36,26.94,29.51,-0.23,0.49,0
26.5,28.36,26.94,29.28,-0.31,0.49,0
26.6,28.82,27.18,29.05,-0.38,0.49,0
26.7,28.36,26.94,29.28,-0.37,0.49,0
26.8,28.36,26.94,28.13,-0.36,0.49,0
26.8,28.36,26.70,29.73,-0.36,0.49,0
26.9,28.13,27.18,29.28,-0.33,0.49,0
27.0,28.36,26.94,29.51,-0.25,0.49,0
27.1,28.59,26.70,29.28,-0.27,0.49,0
27.2,28.36,26.94,29.51,-0.26,0.48,0
27.3,28.82,26.94,29.28,-0.26,0.48,0
27.4,28.36,26.94,29.28,-0.26,0.49,0
27.5,28.13,27.42,29.05,-0.28,0.49,0
27.6,29.05,26.70,28.82,-0.28,0.49,0
27.7,28.36,26.94,29.28,-0.29,0.49,0
27.8,28.36,26.94,28.13,-0.31,0.49,0
27.9,28.36,27.18,29.28,-0.31,0.49,0
27.9,28.59,26.94,29.28,-0.28,0.49,0
28.0,28.36,27.66,29.28,-0.25,0.49,0
28.1,28.36,26.94,28.59,-0.12,0.49,0
28.2,28.59,26.45,29.05,0.12,0.49,0
28.3,28.36,26.70,29.05,0.17,0.49,0
28.4,28.36,27.18,30.18,0.10,0.49,0
28.5,28.59,26.94,29.28,0.01,0.49,0
28.6,28.36,26.94,28.82,-0.02,0.49,0
28.7,28.36,27.18,29.51,0.01,0.49,0
28.8,28.59,26.70,29.51,-0.00,0.49,0
28.9,28.59,26.70,29.28,-0.03,0.49,0
29.0,28.59,26.94,29.73,-0.05,0.49,0
29.0,28.36,26.94,29.28,-0.08,0.49,0
29.1,28.36,26.94,28.59,-0.11,0.49,0
29.2,28.82,26.94,29.28,-0.12,0.49,0
29.3,28.36,26.94,29.28,-0.13,0.49,0
29.4,28.13,27.18,29.05,-0.16,0.50,0
29.5,28.36,26.94,29.28,-0.19,0.49,0
29.6,27.89,27.18,27.42,-0.20,0.49,0
29.7,28.36,26.94,29.95,-0.22,0.49,0
29.8,28.59,27.18,29.28,-0.25,0.49,0
29.9,28.59,26.94,29.05,-0.26,0.49,0
30.0,28.59,26.94,29.28,-0.28,0.49,0
30.1,28.59,27.18,29.51,-0.29,0.50,0
30.1,28.82,26.94,29.73,-0.30,0.49,0
30.2,28.59,26.70,29.28,-0.32,0.49,0
30.3,28.59,26.94,29.28,-0.31,0.49,0
30.4,28.36,26.70,28.36,-0.29,0.49,0
30.5,28.36,27.42,29.05,-0.28,0.50,0
30.6,28.36,27.42,29.05,-0.29,0.49,0
30.7,28.36,27.18,29.51,-0.32,0.49,0
30.8,28.59,26.94,29.51,-0.33,0.49,0
30.9,28.36,26.70,30.18,-0.33,0.49,0
31.0,28.36,26.94,29.05,-0.33,0.49,0
31.1,28.59,26.94,29.28,-0.23,0.49,0
31.2,28.36,26.94,29.28,0.07,0.49,0
31.2,29.28,27.18,29.28,0.26,0.49,0
31.3,28.36,26.94,29.05,0.24,0.49,0
31.4,28.36,27.18,29.05,0.19,0.49,0
31.5,28.59,27.18,29.51,0.15,0.49,0
31.6,29.28,27.18,29.28,0.14,0.49,0
31.7,28.36,27.18,29.28,0.12,0.49,0
31.8,28.36,27.18,29.05,0.09,0.49,0
31.9,28.59,27.18,29.28,0.08,0.49,0
32.0,28.36,27.18,27.42,0.11,0.49,0
32.1,28.36,27.18,29.05,0.10,0.49,0
32.2,29.28,27.18,29.28,0.06,0.48,0
32.3,28.36,27.42,27.89,-0.01,0.49,0
32.3,28.36,27.66,29.51,-0.06,0.49,0
32.4,28.36,27.66,29.28,-0.06,0.49,0
32.5,28.36,27.18,29.51,-0.11,0.49,0
32.6,28.59,27.18,29.28,-0.13,0.48,0
32.7,28.36,27.18,29.28,-0.14,0.49,0
32.8,28.36,27.42,27.66,-0.15,0.49,0
32.9,28.59,27.89,29.05,-0.20,0.49,0
33.0,28.59,27.42,29.51,-0.26,0.49,0
33.1,28.59,27.18,29.28,-0.31,0.49,0
33.2,28.59,27.18,29.28,-0.34,0.49,0
33.3,28.59,27.18,29.05,-0.24,0.49,0
33.4,28.82,26.45,29.05,-0.05,0.49,0
33.4,28.36,27.42,29.28,-0.12,0.49,0
33.5,28.59,26.94,29.28,-0.20,0.49,0
33.6,28.82,27.18,28.36,-0.25,0.49,0
33.7,28.82,27.18,29.28,-0.12,0.49,0
33.8,28.36,27.18,29.05,0.13,0.49,0
33.9,28.36,27.42,29.51,-0.04,0.49,0
34.0,28.36,27.18,28.59,-0.17,0.49,0
34.1,28.36,27.66,27.66,-0.21,0.49,0
34.2,28.13,27.42,29.28,-0.28,0.49,0
34.3,28.59,27.18,29.28,-0.32,0.49,0
34.4,28.59,27.42,29.51,-0.34,0.49,0
34.5,28.36,27.42,29.28,-0.26,0.49,0
34.6,28.59,26.94,29.05,-0.03,0.49,0
34.6,28.36,27.18,29.28,0.00,0.49,0
34.7,28.59,27.18,29.05,0.27,0.49,0
34.8,28.36,27.42,29.51,0.30,0.49,0
34.9,28.59,27.42,29.51,0.24,0.49,0
35.0,28.36,27.66,28.82,0.20,0.49,0
35.1,28.59,27.42,29.05,0.17,0.49,0
35.2,28.36,27.42,29.28,0.14,0.49,0
35.3,28.36,27.66,29.28,0.14,0.49,0
35.4,28.36,27.42,28.82,0.11,0.49,0
35.5,28.36,27.42,29.28,0.10,0.49,0
35.6,28.82,27.18,28.82,0.12,0.49,0
35.6,28.59,27.42,29.28,0.05,0.49,0
35.7,28.82,27.18,27.89,0.12,0.49,0
35.8,28.36,27.18,29.05,0.16,0.49,0
35.9,28.36,27.18,29.05,0.05,0.49,0
36.0,28.59,27.42,29.05,-0.04,0.49,0
36.1,29.05,27.42,29.05,-0.13,0.49,0
36.2,28.59,27.42,29.05,-0.15,0.49,0
36.3,28.36,27.18,29.05,-0.00,0.49,0
36.4,28.59,27.42,29.05,0.02,0.49,0
36.5,28.59,27.42,29.05,-0.02,0.49,0
36.6,28.59,27.66,29.73,-0.16,0.49,0
36.7,29.28,27.66,29.05,-0.26,0.49,0
36.8,29.05,28.13,29.51,-0.25,0.49,0
36.8,28.59,27.42,29.51,-0.10,0.49,0
36.9,28.36,27.18,29.28,-0.14,0.50,0
37.0,28.59,27.42,29.05,-0.26,0.49,0
37.1,28.36,27.42,29.73,-0.19,0.49,0
37.2,28.36,27.18,29.28,-0.19,0.49,0
37.3,28.36,27.18,26.94,-0.19,0.49,0
37.4,28.36,27.66,29.05,-0.20,0.49,0
37.5,28.59,27.66,29.05,-0.19,0.49,0
37.6,28.82,27.18,29.28,-0.17,0.49,0
37.7,28.59,27.42,29.51,-0.20,0.49,0
37.8,29.28,27.66,29.51,-0.19,0.49,0
37.9,28.36,27.42,28.82,-0.21,0.49,0
37.9,28.36,27.89,29.05,-0.25,0.49,0
38.0,28.59,27.89,29.28,-0.20,0.49,0
38.1,28.13,27.42,29.05,-0.16,0.49,0
38.2,28.59,27.42,29.28,-0.24,0.49,0
38.3,28.59,27.42,29.28,-0.20,0.49,0
38.4,28.36,27.42,29.05,-0.24,0.49,0
38.5,28.59,27.42,29.28,-0.21,0.49,0
38.6,28.59,27.42,29.51,-0.14,0.49,0
38.7,28.82,27.66,29.05,-0.10,0.49,0
38.8,28.13,27.42,29.28,-0.15,0.49,0
38.9,28.36,27.66,29.28,-0.26,0.49,0
39.0,28.36,27.42,29.28,-0.31,0.49,0
39.0,28.59,27.66,29.05,-0.32,0.49,0
39.1,28.36,27.18,29.28,-0.31,0.49,0
39.2,28.36,27.66,29.51,-0.31,0.49,0
39.3,28.36,27.42,29.05,-0.31,0.49,0
39.4,28.36,27.42,29.51,-0.30,0.49,0
39.5,28.36,27.42,29.05,-0.27,0.49,0
39.6,28.36,27.18,29.51,-0.29,0.49,0
39.7,28.36,27.42,29.28,-0.31,0.49,0
39.8,28.59,27.66,29.51,-0.34,0.49,0
39.9,28.36,27.42,29.28,-0.33,0.49,0
40.0,28.59,27.66,29.95,-0.34,0.49,0
40.1,28.36,27.42,29.05,-0.30,0.49,0
40.1,28.59,27.18,29.28,-0.29,0.49,0
40.2,27.89,27.42,29.51,-0.32,0.49,0
40.3,28.59,27.18,28.59,-0.33,0.49,0
40.4,28.59,27.42,29.05,-0.32,0.49,0
40.5,28.59,27.42,29.28,-0.25,0.49,0
40.6,28.59,27.42,29.05,-0.24,0.49,0
40.7,28.36,27.66,28.59,-0.23,0.49,0
40.8,28.59,27.89,29.73,0.01,0.49,0
40.9,28.36,27.42,27.89,0.04,0.49,0
41.0,28.36,27.18,29.05,-0.06,0.49,0
41.1,29.05,27.42,29.28,-0.09,0.49,0
41.2,28.36,27.18,29.28,-0.14,0.49,0
41.2,28.36,27.18,29.05,-0.24,0.49,0
41.3,28.36,27.89,29.05,-0.21,0.49,0
41.4,28.36,27.42,29.05,-0.20,0.49,0
41.5,28.13,27.42,29.05,-0.28,0.49,0
41.6,28.36,27.42,29.28,-0.31,0.49,0
41.7,28.59,27.42,29.05,-0.28,0.49,0
41.8,28.36,27.66,29.51,-0.33,0.49,0
41.9,28.36,27.89,29.28,-0.30,0.49,0
42.0,28.36,27.89,29.05,-0.26,0.49,0
42.1,28.36,27.42,28.13,-0.31,0.49,0
42.2,28.82,27.89,28.36,-0.38,0.49,0
42.3,28.36,27.66,29.05,-0.34,0.49,0
42.3,28.36,27.42,29.05,-0.24,0.49,0
42.4,28.36,27.42,29.05,-0.21,0.49,0
42.5,28.36,27.42,29.73,-0.14,0.49,0
42.6,28.59,27.66,28.36,-0.13,0.48,0
42.7,28.59,27.42,29.51,-0.16,0.49,0
42.8,27.89,27.42,29.28,-0.23,0.49,0
42.9,28.36,27.42,29.05,-0.30,0.49,0
43.0,28.59,27.42,28.82,-0.33,0.49,0
43.1,28.82,27.42,29.51,-0.41,0.49,0
43.2,28.59,27.89,29.28,-0.45,0.49,0
43.3,28.36,27.66,28.82,-0.20,0.48,0
43.4,28.36,27.89,29.05,-0.07,0.49,0
43.5,28.59,27.42,29.05,-0.21,0.49,0
43.5,28.59,27.66,28.82,-0.37,0.49,0
43.6,28.13,27.42,29.28,-0.47,0.49,0
43.7,28.36,27.66,29.05,-0.48,0.49,0
43.8,28.59,27.89,29.05,-0.36,0.49,0
43.9,28.36,27.18,29.28,-0.27,0.49,0
44.0,28.59,27.18,29.28,-0.29,0.49,0
44.1,28.36,27.66,29.05,-0.35,0.49,0
44.2,28.36,27.42,29.28,-0.35,0.49,0
44.3,28.13,27.89,29.05,-0.37,0.49,0
44.4,28.36,27.42,29.51,-0.38,0.49,0
44.5,28.59,27.66,29.28,-0.42,0.49,0
44.5,28.59,27.42,29.05,-0.45,0.49,0
44.7,28.82,26.94,29.05,-0.45,0.49,0
44.7,28.36,27.18,28.13,-0.39,0.49,0
44.8,28.36,27.66,29.05,-0.29,0.49,0
44.9,28.36,27.42,29.28,-0.39,0.49,0
45.0,28.82,27.66,29.28,-0.40,0.49,0
45.1,28.13,27.42,29.05,-0.28,0.49,0
45.2,28.36,27.42,29.05,-0.35,0.49,0
45.3,29.05,27.89,29.28,-0.29,0.49,0
45.4,28.59,27.18,30.40,-0.37,0.49,0
45.5,28.36,27.89,29.28,-0.30,0.49,0
45.6,29.05,27.89,29.28,-0.40,0.49,0
45.6,28.13,27.42,29.05,-0.45,0.49,0
45.7,28.36,27.42,29.05,-0.36,0.49,0
45.8,28.36,27.18,29.73,-0.43,0.49,0
45.9,28.36,26.94,28.82,-0.48,0.49,0
46.0,28.36,27.42,29.05,-0.44,0.49,0
46.1,28.36,27.66,28.13,-0.47,0.49,0
46.2,28.36,27.42,29.05,-0.45,0.49,0
46.3,28.36,27.42,29.28,-0.48,0.49,0
46.4,28.82,27.42,29.05,-0.40,0.49,0
46.5,28.36,27.66,29.05,-0.31,0.49,0
46.6,28.59,27.66,29.28,-0.43,0.49,0
46.7,28.59,27.42,28.82,-0.41,0.49,0
46.8,28.36,27.18,29.05,-0.37,0.49,0
46.8,28.59,27.89,29.28,-0.37,0.49,0
46.9,28.59,27.42,29.28,-0.39,0.49,0
47.0,28.59,27.42,29.28,-0.31,0.49,0
47.1,29.05,27.42,29.73,-0.11,0.49,0
47.2,28.59,27.42,29.05,-0.26,0.49,0
47.3,28.36,27.42,29.05,-0.39,0.49,0
47.4,28.59,27.66,29.05,-0.33,0.49,0
47.5,28.59,27.66,28.13,-0.27,0.49,0
